,Name,Platform_Name,Release_Date,New_Release_Date,Release_Year
2472,Orcs Must Die! 2,PC,30-Jul-12,2012-07-30,2012
2473,Metro Redux,PlayStation4,26-Aug-14,2014-08-26,2014
2474,Octopath Traveler,Switch,12-Jul-18,2018-07-12,2018
2475,BYE-BYE BOXBOY!,3DS,12-Apr-17,2017-04-12,2017
2476,Ratchet & Clank Collection,PlayStation3,28-Aug-12,2012-08-28,2012
2477,Hitman,PC,31-Oct-16,2016-10-31,2016
2478,Picross 3D,DS,03-May-10,2010-05-03,2010
2479,Gunstar Super Heroes,GameBoyAdvance,25-Oct-05,2005-10-25,2005
2480,Madden NFL 07,Xbox,22-Aug-06,2006-08-22,2006
2481,Stretchmo,3DS,14-May-15,2015-05-14,2015
2482,The Misadventures of P.B. Winterbottom,Xbox360,17-Feb-10,2010-02-17,2010
2483,Mega Man Zero / ZX Legacy Collection,Switch,25-Feb-20,2020-02-25,2020
2484,The Swapper,PlayStation4,05-Aug-14,2014-08-05,2014
2485,Mighty Flip Champs!,DS,01-Jun-09,2009-06-01,2009
2486,Persona 2: Eternal Punishment,PlayStation,22-Dec-00,2000-12-22,2000
2487,Prey (2006),PC,11-Jul-06,2006-07-11,2006
2488,LEGO Marvel Super Heroes,PlayStation4,15-Nov-13,2013-11-15,2013
2489,Metal Gear Rising: Revengeance,PC,09-Jan-14,2014-01-09,2014
2490,Tony Hawk's Underground 2,Xbox,04-Oct-04,2004-10-04,2004
2491,Castlevania: Lords of Shadow,Xbox360,05-Oct-10,2010-10-05,2010
2492,Sine Mora,PlayStation3,20-Nov-12,2012-11-20,2012
2493,Tales of Monkey Island Chapter 5: Rise of the Pirate God,Wii,01-Feb-10,2010-02-01,2010
2494,Crisis Core: Final Fantasy VII,PSP,24-Mar-08,2008-03-24,2008
2495,Starseed Pilgrim,PC,16-Apr-13,2013-04-16,2013
2496,Age of Conan: Rise of the Godslayer,PC,11-May-10,2010-05-11,2010
2497,Trine,PlayStation3,22-Oct-09,2009-10-22,2009
2498,Darksiders,Xbox360,05-Jan-10,2010-01-05,2010
2499,MLB 08: The Show,PSP,04-Mar-08,2008-03-04,2008
2500,Alan Wake,PC,16-Feb-12,2012-02-16,2012
2501,OlliOlli: Switch Stance,Switch,14-Feb-19,2019-02-14,2019
2502,Titanfall,Xbox360,08-Apr-14,2014-04-08,2014
2503,Karaoke Revolution,PlayStation2,24-Oct-03,2003-10-24,2003
2504,Hitman 2: Silent Assassin,GameCube,19-Jun-03,2003-06-19,2003
2505,NBA Live 2003,PlayStation2,08-Oct-02,2002-10-08,2002
2506,Tiger Woods PGA Tour 2002,PC,24-Feb-02,2002-02-24,2002
2507,Monaco: What's Yours Is Mine,PC,24-Apr-13,2013-04-24,2013
2508,Indigo Prophecy,PlayStation2,26-Sep-05,2005-09-26,2005
2509,Deus Ex: Mankind Divided,XboxOne,23-Aug-16,2016-08-23,2016
2510,Trials Rising,PC,26-Feb-19,2019-02-26,2019
2511,Castle Crashers Remastered,XboxOne,09-Sep-15,2015-09-09,2015
2512,Transistor,PC,20-May-14,2014-05-20,2014
2513,Pac-Man Championship Edition,Xbox360,06-Jun-07,2007-06-06,2007
2514,Prince of Persia: Warrior Within,GameCube,30-Nov-04,2004-11-30,2004
2515,Moonlighter,Switch,05-Nov-18,2018-11-05,2018
2516,Mutant Mudds: Super Challenge,WiiU,17-Mar-16,2016-03-17,2016
2517,Child of Light,PlayStationVita,01-Jul-14,2014-07-01,2014
2518,Rogue Galaxy,PlayStation2,30-Jan-07,2007-01-30,2007
2519,inFamous 2,PlayStation3,07-Jun-11,2011-06-07,2011
2520,Nintendogs: Chihuahua & Friends,DS,22-Aug-05,2005-08-22,2005
2521,Tekken Tag Tournament 2,Xbox360,11-Sep-12,2012-09-11,2012
2522,No Man's Sky Beyond,PlayStation4,14-Aug-19,2019-08-14,2019
2523,Yakuza 5,PlayStation3,08-Dec-15,2015-12-08,2015
2524,DiRT,PlayStation3,11-Sep-07,2007-09-11,2007
2525,FIFA Soccer 08,PlayStation2,09-Oct-07,2007-10-09,2007
2526,Creaks,PlayStation4,22-Jul-20,2020-07-22,2020
2527,Zero Escape: Zero Time Dilemma,PlayStationVita,28-Jun-16,2016-06-28,2016
2528,Outland,PlayStation3,14-Jun-11,2011-06-14,2011
2529,Skylanders Swap Force,PlayStation3,13-Oct-13,2013-10-13,2013
2530,GRIS,Switch,13-Dec-18,2018-12-13,2018
2531,Call of Duty: Advanced Warfare,PlayStation4,03-Nov-14,2014-11-03,2014
2532,Super Mega Baseball 3,XboxOne,13-May-20,2020-05-13,2020
2533,Sayonara Wild Hearts,PlayStation4,19-Sep-19,2019-09-19,2019
2534,WarioWare: Smooth Moves,Wii,15-Jan-07,2007-01-15,2007
2535,Tiger Woods PGA Tour 06,PlayStation2,20-Sep-05,2005-09-20,2005
2536,The Sexy Brutale,PC,11-Apr-17,2017-04-11,2017
2537,MLB 14: The Show,PlayStation4,06-May-14,2014-05-06,2014
2538,Helldivers,PC,07-Dec-15,2015-12-07,2015
2539,Project CARS,PlayStation4,12-May-15,2015-05-12,2015
2540,Worldwide Soccer Manager 2009,PC,18-Nov-08,2008-11-18,2008
2541,Call of Duty: World at War,PC,10-Nov-08,2008-11-10,2008
2542,Torchlight,PC,27-Oct-09,2009-10-27,2009
2543,FIFA 19,PlayStation4,25-Sep-18,2018-09-25,2018
2544,Ape Out,PC,28-Feb-19,2019-02-28,2019
2545,Mortal Kombat X,PlayStation4,14-Apr-15,2015-04-14,2015
2546,Valdis Story: Abyssal City,PC,08-Sep-13,2013-09-08,2013
2547,Art Style: PiCTOBiTS,DS,18-May-09,2009-05-18,2009
2548,Sonic Advance 2,GameBoyAdvance,09-Mar-03,2003-03-09,2003
2549,Rayman 3,GameBoyAdvance,02-Mar-03,2003-03-02,2003
2550,NCAA College Basketball 2K3,PlayStation2,02-Dec-02,2002-12-02,2002
2551,Steel Battalion,Xbox,21-Nov-02,2002-11-21,2002
2552,XGIII: Extreme G Racing,GameCube,27-Nov-01,2001-11-27,2001
2553,FIFA 2001,PlayStation2,24-Nov-00,2000-11-24,2000
2554,Crimson Skies,PC,17-Sep-00,2000-09-17,2000
2555,Professor Layton and the Last Specter,DS,18-Oct-11,2011-10-18,2011
2556,NBA 2K15,PlayStation4,07-Oct-14,2014-10-07,2014
2557,Katana ZERO,PC,18-Apr-19,2019-04-18,2019
2558,Danganronpa 1-2 Reload,PlayStation4,14-Mar-17,2017-03-14,2017
2559,LIMBO,Switch,28-Jun-18,2018-06-28,2018
2560,Nintendogs: Lab & Friends,DS,22-Aug-05,2005-08-22,2005
2561,Xenoblade Chronicles 2,Switch,01-Dec-17,2017-12-01,2017
2562,Need for Speed Most Wanted,Xbox,15-Nov-05,2005-11-15,2005
2563,WRC 9 FIA World Rally Championship,XboxOne,04-Sep-20,2020-09-04,2020
2564,Madden NFL 16,PlayStation4,25-Aug-15,2015-08-25,2015
2565,RACE 07: Official WTCC Game,PC,09-Oct-07,2007-10-09,2007
2566,Freedom Planet,PC,21-Jul-14,2014-07-21,2014
2567,Dark Souls Remastered,Switch,19-Oct-18,2018-10-19,2018
2568,2010 FIFA World Cup South Africa,Xbox360,27-Apr-10,2010-04-27,2010
2569,FIFA Soccer 10,PSP,20-Oct-09,2009-10-20,2009
2570,Gravity Rush,PlayStationVita,12-Jun-12,2012-06-12,2012
2571,Pokemon Omega Ruby,3DS,21-Nov-14,2014-11-21,2014
2572,Horizon Zero Dawn: The Frozen Wilds,PlayStation4,07-Nov-17,2017-11-07,2017
2573,Ninja Gaiden: Dragon Sword,DS,25-Mar-08,2008-03-25,2008
2574,Rhythm Heaven Fever,Wii,13-Feb-12,2012-02-13,2012
2575,Ms. 'Splosion Man,Xbox360,13-Jul-11,2011-07-13,2011
2576,Detention,PlayStation4,03-Oct-17,2017-10-03,2017
2577,SUPERHOT,PlayStation4,21-Jul-17,2017-07-21,2017
2578,SUPERHOT,XboxOne,03-May-16,2016-05-03,2016
2579,CastleStorm,WiiU,26-Dec-13,2013-12-26,2013
2580,EverQuest II: Rise of Kunark,PC,13-Nov-07,2007-11-13,2007
2581,Ninja Gaiden Sigma 2,PlayStation3,29-Sep-09,2009-09-29,2009
2582,Dragon Quest Heroes: Rocket Slime,DS,19-Sep-06,2006-09-19,2006
2583,Sleeping Dogs,PlayStation3,14-Aug-12,2012-08-14,2012
2584,Contra 4,DS,13-Nov-07,2007-11-13,2007
2585,Street Fighter: 30th Anniversary Collection,PlayStation4,29-May-18,2018-05-29,2018
2586,Rhythm Heaven,DS,05-Apr-09,2009-04-05,2009
2587,Collection of Mana,Switch,11-Jun-19,2019-06-11,2019
2588,Path of Exile: The Fall of Oriath,XboxOne,24-Aug-17,2017-08-24,2017
2589,The Legend of Heroes: Trails in the Sky the 3rd,PC,03-May-17,2017-05-03,2017
2590,SteamWorld Heist,PlayStation4,07-Jun-16,2016-06-07,2016
2591,Dark Age of Camelot: Catacombs,PC,07-Dec-04,2004-12-07,2004
2592,ABZU,PC,02-Aug-16,2016-08-02,2016
2593,The Messenger,PC,30-Aug-18,2018-08-30,2018
2594,Nintendogs: Dalmatian & Friends,DS,16-Oct-06,2006-10-16,2006
2595,Little Nightmares,XboxOne,28-Apr-17,2017-04-28,2017
2596,Stacking,PlayStation3,08-Feb-11,2011-02-08,2011
2597,Overcooked! 2: Surf 'n' Turf,Switch,03-Oct-18,2018-10-03,2018
2598,Spore Creature Creator,PC,17-Jun-08,2008-06-17,2008
2599,Final Fantasy V Advance,GameBoyAdvance,06-Nov-06,2006-11-06,2006
2600,James Bond 007: Everything or Nothing,Xbox,17-Feb-04,2004-02-17,2004
2601,The Sims,PlayStation2,12-Jan-03,2003-01-12,2003
2602,All-Star Baseball 2003,GameCube,25-Feb-02,2002-02-25,2002
2603,F1 2001,Xbox,18-Nov-01,2001-11-18,2001
2604,Looney Tunes: Space Race,Dreamcast,27-Nov-00,2000-11-27,2000
2605,Tom Clancy's Splinter Cell: Conviction,PC,27-Apr-10,2010-04-27,2010
2606,Luftrausers,PlayStationVita,18-Mar-14,2014-03-18,2014
2607,And Yet It Moves,Wii,23-Aug-10,2010-08-23,2010
2608,Tribes: Vengeance,PC,12-Oct-04,2004-10-12,2004
2609,Hitman: Absolution,PlayStation3,20-Nov-12,2012-11-20,2012
2610,Super Puzzle Fighter II Turbo HD Remix,Xbox360,29-Aug-07,2007-08-29,2007
2611,Hitman: Blood Money,PlayStation2,30-May-06,2006-05-30,2006
2612,Kirby Mass Attack,DS,19-Sep-11,2011-09-19,2011
2613,Call of Duty: Black Ops II,PlayStation3,13-Nov-12,2012-11-13,2012
2614,Guitar Hero III: Legends of Rock,PlayStation3,28-Oct-07,2007-10-28,2007
2615,Alan Wake,Xbox360,18-May-10,2010-05-18,2010
2616,Sega Ages: Sonic the Hedgehog 2,Switch,20-Feb-20,2020-02-20,2020
2617,Gorogoa,Switch,14-Dec-17,2017-12-14,2017
2618,Tales From The Borderlands: Episode 3 - Catch A Ride,PlayStation4,23-Jun-15,2015-06-23,2015
2619,L.A. Noire: The Complete Edition,PC,08-Nov-11,2011-11-08,2011
2620,Brutal Legend,PlayStation3,13-Oct-09,2009-10-13,2009
2621,Dragon Quest Wars,DS,28-Sep-09,2009-09-28,2009
2622,VVVVVV,3DS,29-Dec-11,2011-12-29,2011
2623,Katana ZERO,Switch,17-Apr-19,2019-04-17,2019
2624,GTR Evolution,PC,01-Sep-08,2008-09-01,2008
2625,Marvel: Ultimate Alliance,Xbox,24-Oct-06,2006-10-24,2006
2626,Killer Queen Black,Switch,11-Oct-19,2019-10-11,2019
2627,Life is Strange: Episode 5 - Polarized,PC,20-Oct-15,2015-10-20,2015
2628,Battlefield 3: Back to Karkand,PlayStation3,06-Dec-11,2011-12-06,2011
2629,Bully: Scholarship Edition,Wii,04-Mar-08,2008-03-04,2008
2630,Def Jam: Fight for NY,PlayStation2,20-Sep-04,2004-09-20,2004
2631,SteamWorld Dig,WiiU,28-Aug-14,2014-08-28,2014
2632,Broforce,PC,07-Apr-14,2014-04-07,2014
2633,Disgaea 2: Dark Hero Days,PSP,08-Sep-09,2009-09-08,2009
2634,Dust: An Elysian Tail,Xbox360,15-Aug-12,2012-08-15,2012
2635,Battlefield: Bad Company,Xbox360,23-Jun-08,2008-06-23,2008
2636,A Plague Tale: Innocence,XboxOne,14-May-19,2019-05-14,2019
2637,Splasher,Switch,26-Oct-17,2017-10-26,2017
2638,Spelunky,PlayStation3,27-Aug-13,2013-08-27,2013
2639,NCAA Football 09,Xbox360,15-Jul-08,2008-07-15,2008
2640,Star Wars: Battlefront II (2005),Xbox,01-Nov-05,2005-11-01,2005
2641,Wipeout Fusion,PlayStation2,17-Jun-02,2002-06-17,2002
2642,Independence War 2: Edge of Chaos,PC,22-Aug-01,2001-08-22,2001
2643,Myst III: Exile,PC,08-May-01,2001-05-08,2001
2644,Final Fantasy Tactics,PlayStation,28-Jan-98,1998-01-28,1998
2645,Ace Combat 2,PlayStation,31-Jul-97,1997-07-31,1997
2646,Superbrothers: Sword & Sworcery EP,PC,16-Apr-12,2012-04-16,2012
2647,Spyro Reignited Trilogy,XboxOne,13-Nov-18,2018-11-13,2018
2648,Sid Meier's Civilization IV: Colonization,PC,22-Sep-08,2008-09-22,2008
2649,Pro Evolution Soccer 2008,Wii,18-Mar-08,2008-03-18,2008
2650,Steel Division: Normandy 44,PC,23-May-17,2017-05-23,2017
2651,Hearts of Iron IV,PC,06-Jun-16,2016-06-06,2016
2652,Nintendogs: Dachshund & Friends,DS,22-Aug-05,2005-08-22,2005
2653,Dynasty Warriors 8: Xtreme Legends - Definitive Edition,Switch,27-Dec-18,2018-12-27,2018
2654,Skylanders Swap Force,Xbox360,13-Oct-13,2013-10-13,2013
2655,Dark Souls II: Crown of the Sunken King,PlayStation3,22-Jul-14,2014-07-22,2014
2656,Europa Universalis III,PC,23-Jan-07,2007-01-23,2007
2657,FIFA 19,XboxOne,25-Sep-18,2018-09-25,2018
2658,Rhythm Heaven Megamix,3DS,15-Jun-16,2016-06-15,2016
2659,Duskers,PC,18-May-16,2016-05-18,2016
2660,F1 2011,PC,19-Sep-11,2011-09-19,2011
2661,Severed,WiiU,22-Sep-16,2016-09-22,2016
2662,Prince of Persia: Warrior Within,PC,30-Nov-04,2004-11-30,2004
2663,Door Kickers,PC,20-Oct-14,2014-10-20,2014
2664,Counter-Strike: Global Offensive,PC,21-Aug-12,2012-08-21,2012
2665,Resident Evil 7: biohazard,PC,23-Jan-17,2017-01-23,2017
2666,Owlboy,XboxOne,10-Apr-18,2018-04-10,2018
2667,OlliOlli2: XL Edition,XboxOne,24-May-16,2016-05-24,2016
2668,Frequency,PlayStation2,19-Nov-01,2001-11-19,2001
2669,Call of Duty: World at War,Wii,10-Nov-08,2008-11-10,2008
2670,Iconoclasts,PlayStation4,23-Jan-18,2018-01-23,2018
2671,Flipping Death,Switch,07-Aug-18,2018-08-07,2018
2672,Yoku's Island Express,XboxOne,29-May-18,2018-05-29,2018
2673,Warhammer: Vermintide 2,XboxOne,11-Jul-18,2018-07-11,2018
2674,MLB 07: The Show,PlayStation2,26-Feb-07,2007-02-26,2007
2675,Strong Bad's Cool Game for Attractive People Episode 5: 8-Bit Is Enough,Wii,15-Dec-08,2008-12-15,2008
2676,Worms W.M.D,Switch,23-Nov-17,2017-11-23,2017
2677,Theatrhythm Final Fantasy: Curtain Call,3DS,16-Sep-14,2014-09-16,2014
2678,Boktai: The Sun Is in Your Hand,GameBoyAdvance,16-Sep-03,2003-09-16,2003
2679,Harvest Moon: Magical Melody,GameCube,28-Mar-06,2006-03-28,2006
2680,Pokemon Platinum Version,DS,22-Mar-09,2009-03-22,2009
2681,Assassin's Creed Odyssey,PlayStation4,02-Oct-18,2018-10-02,2018
2682,Donkey Kong Country: Tropical Freeze,WiiU,21-Feb-14,2014-02-21,2014
2683,Valkyria Chronicles II,PSP,30-Aug-10,2010-08-30,2010
2684,No More Heroes 2: Desperate Struggle,Switch,28-Oct-20,2020-10-28,2020
2685,One Step From Eden,PC,26-Mar-20,2020-03-26,2020
2686,Code:Realize - Guardian of Rebirth,Switch,06-Feb-20,2020-02-06,2020
2687,Reventure,Switch,08-Oct-19,2019-10-08,2019
2688,F1 2018,PC,23-Aug-18,2018-08-23,2018
2689,Batman: The Telltale Series - Episode 2: Children of Arkham,XboxOne,20-Sep-16,2016-09-20,2016
2690,ZEN Pinball 2: The Walking Dead,PlayStation4,26-Aug-14,2014-08-26,2014
2691,BlazBlue: Continuum Shift Extend,PlayStationVita,14-Feb-12,2012-02-14,2012
2692,Odin Sphere,PlayStation2,22-May-07,2007-05-22,2007
2693,Tony Hawk's Underground 2 Remix,PSP,23-Mar-05,2005-03-23,2005
2694,Maximo vs Army of Zin,PlayStation2,20-Jan-04,2004-01-20,2004
2695,Metal Arms: Glitch in the System,GameCube,18-Nov-03,2003-11-18,2003
2696,ESPN College Hoops,PlayStation2,13-Nov-03,2003-11-13,2003
2697,High Heat Major League Baseball 2004,PlayStation2,20-Feb-03,2003-02-20,2003
2698,MechWarrior 4: Mercenaries,PC,07-Nov-02,2002-11-07,2002
2699,F1 2001,PlayStation2,01-Oct-01,2001-10-01,2001
2700,F1 2001,PlayStation2,01-Oct-01,2001-10-01,2001
2701,Breath of Fire IV,PlayStation,28-Nov-00,2000-11-28,2000
2702,Metal Gear Solid,PC,24-Sep-00,2000-09-24,2000
2703,Mario Kart 64,Nintendo64,10-Feb-97,1997-02-10,1997
2704,"Invisible, Inc.",PC,12-May-15,2015-05-12,2015
2705,WarioWare D.I.Y.,DS,28-Mar-10,2010-03-28,2010
2706,Wipeout Pulse,PSP,12-Feb-08,2008-02-12,2008
2707,SOMA,XboxOne,01-Dec-17,2017-12-01,2017
2708,Dark Souls II: Crown of the Ivory King,PC,29-Sep-14,2014-09-29,2014
2709,Defense Grid: The Awakening,Xbox360,02-Sep-09,2009-09-02,2009
2710,Sega Genesis Collection,PSP,16-Nov-06,2006-11-16,2006
2711,Gears of War: Ultimate Edition,XboxOne,25-Aug-15,2015-08-25,2015
2712,Tomb Raider: Legend,Xbox,11-Apr-06,2006-04-11,2006
2713,Tom Clancy's Rainbow Six Vegas 2,Xbox360,18-Mar-08,2008-03-18,2008
2714,Red Faction: Guerrilla,PC,15-Sep-09,2009-09-15,2009
2715,X-Men Legends II: Rise of Apocalypse,PlayStation2,20-Sep-05,2005-09-20,2005
2716,Yoku's Island Express,Switch,29-May-18,2018-05-29,2018
2717,Command & Conquer Remastered Collection,PC,05-Jun-20,2020-06-05,2020
2718,Freedom Finger,PlayStation4,24-Mar-20,2020-03-24,2020
2719,The Book of Unwritten Tales,PC,28-Oct-11,2011-10-28,2011
2720,Ys: Memories of Celceta,PlayStationVita,26-Nov-13,2013-11-26,2013
2721,Laser League,PlayStation4,10-May-18,2018-05-10,2018
2722,Super Hydorah,XboxOne,20-Sep-17,2017-09-20,2017
2723,BioShock 2: Minerva's Den,Xbox360,31-Aug-10,2010-08-31,2010
2724,Street Fighter V: Champion Edition,PlayStation4,14-Feb-20,2020-02-14,2020
2725,Hypnospace Outlaw,PC,12-Mar-19,2019-03-12,2019
2726,KORG DS-10 Synthesizer,DS,04-Nov-08,2008-11-04,2008
2727,Super Robot Taisen: Original Generation 2,GameBoyAdvance,14-Nov-06,2006-11-14,2006
2728,Watch Dogs 2,PlayStation4,15-Nov-16,2016-11-15,2016
2729,Hand of Fate 2,PlayStation4,07-Nov-17,2017-11-07,2017
2730,TOCA Race Driver 3,PlayStation2,22-Feb-06,2006-02-22,2006
2731,Dance Central,Xbox360,04-Nov-10,2010-11-04,2010
2732,The Outer Worlds,PC,25-Oct-19,2019-10-25,2019
2733,FIFA 16,PlayStation4,22-Sep-15,2015-09-22,2015
2734,F1 2011,PlayStation3,20-Sep-11,2011-09-20,2011
2735,Capitalism II,PC,16-Dec-01,2001-12-16,2001
2736,Rally Trophy,PC,20-Nov-01,2001-11-20,2001
2737,GT Advance Championship Racing,GameBoyAdvance,08-Jun-01,2001-06-08,2001
2738,Ridge Racer 64,Nintendo64,14-Feb-00,2000-02-14,2000
2739,Pokemon Alpha Sapphire,3DS,21-Nov-14,2014-11-21,2014
2740,Nuclear Throne,PlayStation4,05-Dec-15,2015-12-05,2015
2741,Assassin's Creed Valhalla,XboxOne,10-Nov-20,2020-11-10,2020
2742,Rock Band,PlayStation2,18-Dec-07,2007-12-18,2007
2743,Stealth Inc 2: A Game of Clones,XboxOne,03-Apr-15,2015-04-03,2015
2744,Wreckfest,PlayStation4,27-Aug-19,2019-08-27,2019
2745,Dark Souls III: The Ringed City,PC,28-Mar-17,2017-03-28,2017
2746,Dawn of Discovery,PC,17-Jun-09,2009-06-17,2009
2747,Pinball FX3,Switch,12-Dec-17,2017-12-12,2017
2748,Hitman 2,PC,13-Nov-18,2018-11-13,2018
2749,Hot Shots Golf: Open Tee 2,PSP,03-Jun-08,2008-06-03,2008
2750,Streets of Rage 4,XboxOne,30-Apr-20,2020-04-30,2020
2751,Outer Wilds,PlayStation4,15-Oct-19,2019-10-15,2019
2752,SingStar (2008),PlayStation3,20-May-08,2008-05-20,2008
2753,The Sexy Brutale,XboxOne,11-Apr-17,2017-04-11,2017
2754,FIFA 07 Soccer,PlayStation2,03-Oct-06,2006-10-03,2006
2755,Child of Light,XboxOne,30-Apr-14,2014-04-30,2014
2756,L.A. Noire: The VR Case Files,PC,15-Dec-17,2017-12-15,2017
2757,CrossCode,Switch,09-Jul-20,2020-07-09,2020
2758,City of Villains,PC,31-Oct-05,2005-10-31,2005
2759,Cave Story 3D,3DS,08-Nov-11,2011-11-08,2011
2760,The Banner Saga 2,PC,19-Apr-16,2016-04-19,2016
2761,The Wolf Among Us: Episode 2 - Smoke and Mirrors,PlayStation3,04-Feb-14,2014-02-04,2014
2762,LEGO Marvel Super Heroes,WiiU,22-Oct-13,2013-10-22,2013
2763,Kentucky Route Zero - Act II,PC,31-May-13,2013-05-31,2013
2764,Minecraft: Xbox 360 Edition,Xbox360,09-May-12,2012-05-09,2012
2765,MLB 07: The Show,PSP,27-Feb-07,2007-02-27,2007
2766,Dead Space: Extraction,Wii,29-Sep-09,2009-09-29,2009
2767,NBA 2K10,Xbox360,06-Oct-09,2009-10-06,2009
2768,Project CARS 2,PlayStation4,22-Sep-17,2017-09-22,2017
2769,NBA Ballers,Xbox,05-Apr-04,2004-04-05,2004
2770,Shadow of the Tomb Raider,XboxOne,12-Sep-18,2018-09-12,2018
2771,Football Manager 2018,PC,10-Nov-17,2017-11-10,2017
2772,Resident Evil: Revelations,3DS,07-Feb-12,2012-02-07,2012
2773,Tom Clancy's Splinter Cell: Blacklist,PC,20-Aug-13,2013-08-20,2013
2774,You Don't Know Jack,Xbox360,08-Feb-11,2011-02-08,2011
2775,SUPERHOT,PC,25-Feb-16,2016-02-25,2016
2776,LEGO Marvel Super Heroes,PlayStation3,22-Oct-13,2013-10-22,2013
2777,Pokemon Ruby Version,GameBoyAdvance,18-Mar-03,2003-03-18,2003
2778,MVP Baseball 2003,Xbox,10-Mar-03,2003-03-10,2003
2779,NHL Hitz 20-03,GameCube,16-Sep-02,2002-09-16,2002
2780,Gitaroo Man,PlayStation2,19-Feb-02,2002-02-19,2002
2781,Theme Park Roller Coaster,PlayStation2,04-Dec-00,2000-12-04,2000
2782,Dave Mirra Freestyle BMX,PlayStation,26-Sep-00,2000-09-26,2000
2783,Karaoke Revolution Volume 3,PlayStation2,09-Nov-04,2004-11-09,2004
2784,Dawn of Discovery,DS,17-Jun-09,2009-06-17,2009
2785,Professor Layton and the Miracle Mask,3DS,28-Oct-12,2012-10-28,2012
2786,Super Mario 3D All-Stars,Switch,18-Sep-20,2020-09-18,2020
2787,Yakuza 5 Remastered,PlayStation4,11-Feb-20,2020-02-11,2020
2788,The Pinball Arcade,PlayStation4,17-Dec-13,2013-12-17,2013
2789,Monster Hunter 3 Ultimate,WiiU,19-Mar-13,2013-03-19,2013
2790,Saints Row: The Third,PlayStation3,15-Nov-11,2011-11-15,2011
2791,Borderlands: The Handsome Collection,PlayStation4,24-Mar-15,2015-03-24,2015
2792,Tom Clancy's The Division 2,PlayStation4,12-Mar-19,2019-03-12,2019
2793,Forza Horizon 2: Storm Island,XboxOne,16-Dec-14,2014-12-16,2014
2794,Super Stardust Delta,PlayStationVita,14-Feb-12,2012-02-14,2012
2795,Tiger Woods PGA Tour 09,PlayStation3,26-Aug-08,2008-08-26,2008
2796,Act of War: Direct Action,PC,15-Mar-05,2005-03-15,2005
2797,Madden NFL 18,PlayStation4,22-Aug-17,2017-08-22,2017
2798,South Park: The Stick of Truth,Xbox360,04-Mar-14,2014-03-04,2014
2799,Geometry Wars 3: Dimensions,XboxOne,26-Nov-14,2014-11-26,2014
2800,SUPERHOT: MIND CONTROL DELETE,XboxOne,16-Jul-20,2020-07-16,2020
2801,Flat Heroes,Switch,02-Aug-18,2018-08-02,2018
2802,Stealth Inc 2: A Game of Clones,WiiU,30-Oct-14,2014-10-30,2014
2803,Horizon Chase Turbo,Switch,28-Nov-18,2018-11-28,2018
2804,RiME,XboxOne,26-May-17,2017-05-26,2017
2805,Tekken 7,PC,01-Jun-17,2017-06-01,2017
2806,Runbow,WiiU,27-Aug-15,2015-08-27,2015
2807,Madden NFL 17,PlayStation4,23-Aug-16,2016-08-23,2016
2808,Mortal Kombat 11,PC,23-Apr-19,2019-04-23,2019
2809,Sokobond,PC,27-Aug-13,2013-08-27,2013
2810,Quell Memento,PlayStationVita,04-Jun-13,2013-06-04,2013
2811,MotoHeroz,Wii,15-Sep-11,2011-09-15,2011
2812,Mario vs. Donkey Kong: Minis March Again!,DS,08-Jun-09,2009-06-08,2009
2813,Zone of the Enders: The 2nd Runner,PlayStation2,10-Mar-03,2003-03-10,2003
2814,F1 2016,PlayStation4,19-Aug-16,2016-08-19,2016
2815,Viva Pinata: Trouble in Paradise,Xbox360,02-Sep-08,2008-09-02,2008
2816,Sam & Max Episode 105: Reality 2.0,PC,29-Mar-07,2007-03-29,2007
2817,Destiny 2: Forsaken,PlayStation4,04-Sep-18,2018-09-04,2018
2818,2010 FIFA World Cup South Africa,PlayStation3,27-Apr-10,2010-04-27,2010
2819,Crown Trick,PC,16-Oct-20,2020-10-16,2020
2820,Ruiner,Switch,18-Jun-20,2020-06-18,2020
2821,Blazing Chrome,XboxOne,11-Jul-19,2019-07-11,2019
2822,Operencia: The Stolen Sun,XboxOne,29-Mar-19,2019-03-29,2019
2823,NHL 19,XboxOne,11-Sep-18,2018-09-11,2018
2824,Lovers in a Dangerous Spacetime,XboxOne,09-Sep-15,2015-09-09,2015
2825,Bejeweled 3,PC,07-Dec-10,2010-12-07,2010
2826,Dangerous Waters,PC,22-Feb-05,2005-02-22,2005
2827,Shift 2: Unleashed,Xbox360,29-Mar-11,2011-03-29,2011
2828,Yooka-Laylee and the Impossible Lair,PlayStation4,08-Oct-19,2019-10-08,2019
2829,LEGO The Lord of the Rings,PlayStation3,13-Nov-12,2012-11-13,2012
2830,Iron Brigade,Xbox360,22-Jun-11,2011-06-22,2011
2831,Tomb Raider: Legend,PC,11-Apr-06,2006-04-11,2006
2832,Peter Jackson's King Kong: The Official Game of the Movie,PlayStation2,21-Nov-05,2005-11-21,2005
2833,Asheron's Call 2: Fallen Kings,PC,20-Nov-02,2002-11-20,2002
2834,Super Monkey Ball Jr.,GameBoyAdvance,19-Nov-02,2002-11-19,2002
2835,WWE SmackDown! Shut Your Mouth,PlayStation2,31-Oct-02,2002-10-31,2002
2836,Tom Clancy's The Division 2,XboxOne,12-Mar-19,2019-03-12,2019
2837,Yakuza Kiwami 2,PC,09-May-19,2019-05-09,2019
