name,platform,r-date,developer,genre,players
NHL 2003,PlayStation2,30-Sep-02,EASports,"Sports,Traditional,Ice Hockey,Sim",04-Jan
The Sims: Unleashed,PC,23-Sep-02,Maxis,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",1 Player
NHL Hitz 20-02,GameCube,17-Nov-01,Midway,"Sports,Traditional,Ice Hockey,Arcade",04-Jan
Worms World Party,Dreamcast,03-Jun-01,Team17,"Strategy,General",No info
Resident Evil 3: Nemesis,Dreamcast,17-Nov-00,Capcom,"Action Adventure,Horror",No info
RayStorm,PlayStation,31-Dec-96,TaitoCorporation,"Action,General",02-Jan
The King of Fighters XIV,PlayStation4,23-Aug-16,"SNKPlaymore,SNKCorporation","Action,Fighting,2D",Up to 12 
Madden NFL 20,XboxOne,30-Jul-19,"ElectronicArts,EATiburon","Action,Sports,General,Team,Football,Sim",Up to 6 
Tales of Berseria,PlayStation4,24-Jan-17,BandaiNamcoGames,"Japanese-Style,Role-Playing,Action RPG",No Online Multiplayer
Life is Strange 2: Episode 2 - Rules,PC,24-Jan-19,DONTNODEntertainment,"Action Adventure,General",No Online Multiplayer
Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,PlayStationVita,26-Jul-16,SpikeChunsoft,"Role-Playing,Roguelike",2
Halfbrick Echoes,PSP,19-Nov-09,HalfbrickStudios,"Action,General,General",No info
Race the Sun,PC,19-Aug-13,Flippfly,"Action,Racing,General,General,Arcade,Futuristic",No Online Multiplayer
MotorStorm Arctic Edge,PSP,29-Sep-09,BigbigStudios,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile",Up to 4 
GRID,XboxOne,11-Oct-19,Codemasters,"Racing,Simulation,Automobile",Online Multiplayer
Hitman - Episode 3: Marrakesh,PC,31-May-16,IoInteractive,"Action Adventure,General",No info
The Sims 3: Pets,PC,18-Oct-11,TheSimsStudio,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",No info
Pac-Man 256,PlayStation4,21-Jun-16,HIPSTERWHALE,"Action,General,Arcade",No info
Mafia: Definitive Edition,PC,24-Sep-20,Hangar13,"Action Adventure,Open-World",No Online Multiplayer
MTX Mototrax,Xbox,02-Mar-04,LeftFieldProductions,"Driving,Racing,Motorcycle,Motocross",02-Jan
Trials Rising,PlayStation4,26-Feb-19,RedLynx,"Racing,Arcade,Automobile",Up to 8 
Prototype,PC,10-Jun-09,RadicalEntertainment,"Action Adventure,Sci-Fi,Sci-Fi,Open-World",No Online Multiplayer
Alienation,PlayStation4,26-Apr-16,Housemarque,"Sci-Fi,Action,Shooter,Third-Person,Shoot-'Em-Up,Arcade,Top-Down",Up to 4 
Fury Unleashed,PC,08-May-20,AwesomeGamesStudio,"Action,Platformer,2D",No Online Multiplayer
River City Girls,Switch,05-Sep-19,WayForward,"Action,Beat-'Em-Up,2D",No Online Multiplayer
Deru - The Art of Cooperation,Switch,07-Nov-18,InkKit,"Puzzle,General",No Online Multiplayer
Steredenn: Binary Stars,Switch,08-Mar-18,PlugInDigital,"Action,Shooter,Shoot-'Em-Up,Horizontal",No Online Multiplayer
Zwei: The Ilvard Insurrection,PC,31-Oct-17,Falcom,"Role-Playing,Action RPG",No Online Multiplayer
Torment: Tides of Numenera,XboxOne,28-Feb-17,InXileEntertainment,"General,Role-Playing,Western-Style",No info
Hand of Fate,PlayStation4,17-Feb-15,DefiantDevelopment,"Role-Playing,Miscellaneous,General,Board / Card Game",No info
Outland,PC,29-Sep-14,"Housemarque,KnockoutGames","Action,Platformer,2D",No info
Stick it to the Man!,PC,13-Dec-13,Zoink!,"Action,Platformer,3D",No Online Multiplayer
Street Fighter X Tekken,PC,11-May-12,"Capcom,QLOC","Action,Fighting,Fighting,3D,2D,3D",No info
Assault Heroes,Xbox360,13-Dec-06,WanakoStudios,"Action,Shooter,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Vertical",2  Online
Guilty Gear X,PlayStation2,30-Sep-01,ArcSystemWorks,"Action,Fighting,2D",02-Jan
Perfect Dark,Xbox360,17-Mar-10,4JStudios,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",No info
Frozen Cortex,PC,19-Feb-15,Mode7Games,"General,Sports,Team,Futuristic",No info
Burnout Paradise Remastered,XboxOne,16-Mar-18,"CriterionGames,STELLARENTERTAINMENTSOFTWARELTD","Racing,Arcade,Automobile",Up to 8 
Tacoma,XboxOne,02-Aug-17,"TheFullbrightCompany,Fullbright","Adventure,General",No info
Sphinx and the Cursed Mummy,GameCube,10-Nov-03,EurocomEntertainmentSoftware,"Action Adventure,Fantasy",1 Player
Gears of War: Judgment,Xbox360,19-Mar-13,EpicGames,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",No info
Halo Wars 2,XboxOne,17-Feb-17,CreativeAssembly,"Strategy,Real-Time,General",Up to 6 
Anarcute,PC,12-Jul-16,Anarteam,"Action,General",No Online Multiplayer
Pool Nation,Xbox360,31-Oct-12,CherryPopGames,"Sports,Miscellaneous,Parlor,Individual,Billiards,Billiards",No info
Free Realms,PC,29-Apr-09,SonyOnlineEntertainment,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",No info
Homeworld: Deserts of Kharak,PC,20-Jan-16,BlackbirdInteractive,"Strategy,Real-Time,Command",No info
L.A. Noire,Switch,14-Nov-17,"TeamBondi,Virtuos","Action Adventure,Adventure,3D,Open-World,Third-Person",No Online Multiplayer
Don't Starve,PC,23-Apr-13,KleiEntertainment,"Action Adventure,Fantasy,General,Fantasy,Sandbox",No Online Multiplayer
Bleed 2,PlayStation4,06-Feb-18,BootdiskRevolution,"Action,Platformer,2D",No Online Multiplayer
Hue,PC,30-Aug-16,FiddlesticksGames,"Puzzle,Action",No Online Multiplayer
Assault Android Cactus,PC,23-Sep-15,WitchBeam,"General,General,Scrolling,Action,Shooter,Shoot-'Em-Up,Top-Down",No Online Multiplayer
Chessmaster,Xbox,26-Oct-04,Ubisoft,"Miscellaneous,Board Games",02-Jan
All-Star Baseball 2003,Xbox,25-Feb-02,Acclaim,"Sports,Traditional,Baseball,Sim",04-Jan
Trainz,PC,10-Feb-02,Auran,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon",1 Player
NHL Hitz 20-02,Xbox,14-Nov-01,BlackBox,"Sports,Traditional,Ice Hockey,Arcade",04-Jan
Super Dodge Ball Advance,GameBoyAdvance,10-Jun-01,AtlusCo.,"Sports,Alternative,Other",No info
Super Smash Bros.,Nintendo64,26-Apr-99,HALLabs,"Action,Fighting,3D",04-Jan
Observation,PC,21-May-19,NoCode,"Adventure,General",No Online Multiplayer
Atelier Escha & Logy: Alchemists of the Dusk Sky,PlayStation3,11-Mar-14,Gust,"General,Role-Playing,General,Japanese-Style",No Online Multiplayer
Pro Evolution Soccer 2015,XboxOne,11-Nov-14,Konami,"Action,General,Sports,Traditional,Team,Soccer,Sim",Up to 22 
The Lord of the Rings: The Two Towers,Xbox,30-Dec-02,StormfrontStudios,"Action,Beat-'Em-Up",1 Player
Tiger Woods PGA Tour 11,Xbox360,08-Jun-10,EASports,"Sports,Traditional,Individual,Golf,Sim,Sim",Up to 4 
River City Girls,PlayStation4,05-Sep-19,WayForward,"Action,Beat-'Em-Up,2D",No Online Multiplayer
Paper Beast,PlayStation4,24-Mar-20,PixelReef,"Adventure,General,Action Adventure,Sandbox",No Online Multiplayer
Twisted Metal: Head-On,PSP,24-Mar-05,IncognitoInc.,"Simulation,Driving,Car Combat,Car Combat,Vehicle,Combat",Up to 6 
Geometry Wars: Galaxies,DS,27-Nov-07,"BizarreCreations,KujuEntertainment","Action,Shooter,Shooter,Static,Third-Person,Static,Shoot-'Em-Up,Sci-Fi,Top-Down",02-Jan
Arise: A Simple Story,PC,03-Dec-19,Piccolo,"Action,General",No Online Multiplayer
Captain Toad: Treasure Tracker,3DS,13-Jul-18,"NintendoEADTokyo,NintendoSoftwareTechnology","Action,Platformer,3D",No Online Multiplayer
Heat Signature,PC,21-Sep-17,TomFrancis,"Action,General",No info
Wonder Boy: The Dragon's Trap,Switch,18-Apr-17,Lizardcube,"Action Adventure,General",No Online Multiplayer
Tales of Monkey Island Chapter 2: The Siege of Spinner Cay,Wii,31-Aug-09,TelltaleGames,"Adventure,General,3D,Fantasy,Third-Person,Fantasy",1 Player
FIFA Soccer 08,PSP,08-Oct-07,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",2  Online
Sonic Advance 3,GameBoyAdvance,07-Jun-04,DimpsCorporation,"Action,Platformer,2D",04-Jan
Chivalry: Medieval Warfare,PC,16-Oct-12,TornBannerStudios,"Action,Strategy,General,General,General,Beat-'Em-Up,3D",No info
de Blob 2,Wii,22-Feb-11,BlueTongueEntertainment,"Action,Platformer,Platformer,3D,3D",No info
Wolfenstein II: The New Colossus,Switch,29-Jun-18,"PanicButton,MachineGames","Action,Shooter,First-Person,Arcade",No Online Multiplayer
World of Final Fantasy Maxima,Switch,06-Nov-18,SquareEnix,"Role-Playing,Japanese-Style",2
FIFA 20,PlayStation4,24-Sep-19,ElectronicArts,"Sports,Team,Soccer,Sim",Up to 22 
Wonder Boy: The Dragon's Trap,PlayStation4,18-Apr-17,Lizardcube,"Action Adventure,General",No info
Overlord II,PC,23-Jun-09,TriumphStudios,"Action Adventure,Fantasy,General,Fantasy",No Online Multiplayer
Victor Vran: Overkill Edition,XboxOne,30-May-17,HaemimontGames,"Role-Playing,Action RPG",No info
NHL 06,Xbox,06-Sep-05,EACanada,"Sports,Traditional,Ice Hockey,Sim",8  Online
OutRun Online Arcade,Xbox360,15-Apr-09,SumoDigital,"Driving,Racing,Arcade,Arcade,Automobile",6  Online
Band Hero,Wii,03-Nov-09,VicariousVisions,"Action,Miscellaneous,Rhythm,Music,Music",No info
GRID Autosport,Switch,19-Sep-19,"Codemasters,FeralInteractive","Racing,Simulation,Automobile",No Online Multiplayer
Hearthstone: Heroes of Warcraft - Journey to Un'Goro,PC,06-Apr-17,BlizzardEntertainment,"Strategy,Turn-Based,Card Battle",No info
Frostpunk: The Last Autumn,PC,21-Jan-20,11bitstudios,"Action Adventure,Survival",No info
The Darkness II,PlayStation3,07-Feb-12,DigitalExtremes,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",Up to 4 
Scram Kitty and His Buddy on Rails,WiiU,15-May-14,DakkoDakko,"General,Action,General",No info
F.E.A.R. 2: Project Origin,PC,10-Feb-09,MonolithProductions,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",No info
Lego Star Wars,GameCube,25-Oct-05,Traveller'sTales,"Action Adventure,Sci-Fi",02-Jan
MLB Power Pros 2008,Wii,29-Jul-08,Konami,"Sports,Traditional,Team,Baseball,Arcade,Arcade",No info
Major League Baseball 2K7,Xbox360,26-Feb-07,KushGames,"Sports,Traditional,Team,Baseball,Sim,Sim",2  Online
Agent A: A Puzzle In Disguise,Switch,29-Aug-19,Yak&Co,"Puzzle,General",No Online Multiplayer
World to the West,XboxOne,05-May-17,"RainGames,Soedesco","Action Adventure,Linear",No info
Atelier Rorona Plus: The Alchemist of Arland,PlayStationVita,22-Jul-14,Gust,"Role-Playing,General,Japanese-Style",No Online Multiplayer
Space Channel 5 Special Edition,PlayStation2,18-Nov-03,UGA,"Miscellaneous,Rhythm,Dancing",02-Jan
Emergency Fire Response,PC,30-Jul-03,"MonteCristoMultimedia,MonteCristo","Action Adventure,Modern,General,Modern",1 Player
Downhill Domination,PlayStation2,23-Jul-03,IncognitoInc.,"Driving,Racing,Other",04-Jan
Lunar Legend,GameBoyAdvance,08-Dec-02,MagicRings,"Role-Playing,Console-style RPG",02-Jan
2002 FIFA World Cup,Xbox,22-Apr-02,SoftwareCreations,"Sports,Traditional,Soccer,Sim",04-Jan
Breath of Fire,GameBoyAdvance,13-Dec-01,Capcom,"Role-Playing,Console-style RPG",02-Jan
Sky Odyssey,PlayStation2,15-Nov-00,CAProduction,"Simulation,Flight,WWII",1 Player
Mario Party,Nintendo64,08-Feb-99,Hudson,"Miscellaneous,Party",04-Jan
N+,PSP,26-Aug-08,"MetanetSoftwareInc.,SilverBirchStudios","Action,Platformer,Platformer,2D,2D",02-Jan
Spider-Man 3,DS,04-May-07,VicariousVisions,"Action,Action Adventure,Platformer,General,Platformer,3D,3D",No Online Multiplayer
Untitled Goose Game,PC,20-Sep-19,HouseHouse,"Simulation,General",No Online Multiplayer
Silent Hill: Shattered Memories,Wii,08-Dec-09,"ClimaxGroup,ClimaxStudios","Action Adventure,Horror,Horror,Survival",No Online Multiplayer
Marble Blast Ultra,Xbox360,23-Jan-06,GarageGames,"Action,Platformer,Platformer,3D,3D",8  Online
echochrome ii,PlayStation3,21-Dec-10,SCEJapanStudio,"Miscellaneous,Puzzle,Action,Puzzle,General,Puzzle,General",No Online Multiplayer
The Metronomicon,PC,01-Sep-16,Puuba,"Action,Rhythm,Music",No info
Pro Evolution Soccer 2011,Xbox360,19-Oct-10,Konami,"Sports,Traditional,Team,Soccer,Sim,Sim",Up to 8 
Part Time UFO,Switch,28-Oct-20,HALLabs,"Action,Arcade",No Online Multiplayer
Rival Megagun,PlayStation4,29-Nov-18,SpacewaveSoftware,"Action,Shooter,Shoot-'Em-Up,Vertical",2
The Book of Unwritten Tales 2,XboxOne,18-Sep-15,KINGArt,"Adventure,General,Point-and-Click",No info
Tom Clancy's Rainbow Six Siege,PC,01-Dec-15,UbisoftMontreal,"Modern,Action,Shooter,First-Person,Tactical",No info
The Settlers 7: Paths to a Kingdom,PC,23-Mar-10,BlueByte,"Strategy,City Building,Management,Historic,Historic,Government",No info
RollerCoaster Tycoon 3: Soaked!,PC,23-Jun-05,FrontierDevelopments,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon",1 Player
BlazBlue: Cross Tag Battle,Switch,05-Jun-18,ArcSystemWorks,"Action,Fighting,2D",Up to 8 
WRC 9 FIA World Rally Championship,PC,03-Sep-20,KTRacing,"Racing,Simulation,Automobile",No Online Multiplayer
Rune Factory Frontier,Wii,17-Mar-09,Neverland,"Role-Playing,General,General",No Online Multiplayer
Mantis Burn Racing,XboxOne,12-Oct-16,VooFooStudios,"Racing,Arcade,Automobile",No info
Mighty Switch Force!,3DS,22-Dec-11,WayForward,"Action,Platformer,Platformer,2D,2D",No Online Multiplayer
EVERSPACE,PC,26-May-17,ROCKFISHGames,"Action,General,Simulation,Action Adventure,Space,Open-World,Combat",No Online Multiplayer
Dark Souls II: Crown of the Old Iron King,PC,26-Aug-14,FromSoftware,"Role-Playing,Action RPG",No info
TrackMania 2 Valley,PC,04-Jul-13,Nadeo,"Driving,Racing,Arcade,Arcade,Automobile",No info
Skies of Fury DX,Switch,12-Apr-18,SeedInteractive,"Simulation,Flight,Combat",No Online Multiplayer
State of Decay,PC,05-Nov-13,UndeadLabs,"Action Adventure,Horror,Horror,Survival",No Online Multiplayer
Rock Band 3,DS,26-Oct-10,BackboneEntertainment,"Action,Miscellaneous,Rhythm,Music,Music",No info
High Hell,PC,23-Oct-17,TerriVellimann,"Action,Shooter,First-Person,Arcade",No Online Multiplayer
Tom Clancy's The Division 2: Warlords of New York,PC,03-Mar-20,MassiveEntertainment,"Action,Shooter,Third-Person,Tactical",No info
EA Sports UFC 2,PlayStation4,15-Mar-16,EASports,"Sports,General,Individual,Combat,Boxing / Martial Arts",2
F1 2013,Xbox360,08-Oct-13,Codemasters,"Driving,Racing,Simulation,Formula One,Formula One,Automobile",No info
LEGO Harry Potter: Years 1-4,PC,25-Jun-10,Traveller'sTales,"Action Adventure,Adventure,General,Fantasy,General,Fantasy,Linear",No Online Multiplayer
World of Warcraft: Battle for Azeroth,PC,13-Aug-18,BlizzardEntertainment,"Role-Playing,Massively Multiplayer",Massively Multiplayer
Mirror's Edge,PlayStation3,11-Nov-08,EADICE,"Action,Action Adventure,Shooter,Modern,General,Modern,First-Person,Modern",1 Player
The Gardens Between,Switch,20-Sep-18,TheVoxelAgents,"Adventure,General",No Online Multiplayer
Sid Meier's Civilization VI: Rise and Fall,PC,08-Feb-18,FiraxisGames,"Strategy,Turn-Based,4X",No info
Mechstermination Force,Switch,03-Apr-19,HorbergProductions,"Action,Platformer,2D",No Online Multiplayer
Blue Dragon,Xbox360,28-Aug-07,"Mistwalker,Artoon","Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style",No Online Multiplayer
Final Fight: Double Impact,PlayStation3,15-Apr-10,Capcom,"Action,Miscellaneous,Beat-'Em-Up,Compilation",No info
DOOM Eternal: The Ancient Gods Part One,PC,20-Oct-20,idSoftware,"Action,Shooter,First-Person,Arcade",No Online Multiplayer
Mafia: Definitive Edition,XboxOne,25-Sep-20,Hangar13,"Action Adventure,Open-World",No Online Multiplayer
Moving Out,PC,28-Apr-20,SMGStudio,"Puzzle,Action",Up to 4 
WRC 8 FIA World Rally Championship,PlayStation4,10-Sep-19,Kylotonn,"Racing,Arcade,Automobile",Up to 8 
Druidstone: The Secret of the Menhir Forest,PC,15-May-19,CtrlAltNinjaLtd.,"Role-Playing,Western-Style",No Online Multiplayer
World End Syndrome,Switch,02-May-19,"ArcSystemWorks,TOYBOX","Adventure,Visual Novel",No Online Multiplayer
God's Trigger,XboxOne,18-Apr-19,"Techland,ONEMORELEVEL","Action,Action Adventure,Shooter,Linear,Shoot-'Em-Up,Top-Down",No Online Multiplayer
Tacoma,PlayStation4,08-May-18,Fullbright,"Adventure,General",No Online Multiplayer
Call of Duty: WWII,PlayStation4,03-Nov-17,SledgehammerGames,"Action,Shooter,First-Person,Arcade",Up to 18 
Monster Hunter Stories,3DS,08-Sep-17,Capcom,"Role-Playing,Action RPG,Japanese-Style",2
Noitu Love: Devolution,WiiU,15-Sep-16,"Konjak,MP2Games","Action,Beat-'Em-Up,2D",No info
Extreme Exorcism,WiiU,23-Sep-15,GoldenRubyGames,"Action,Platformer,2D",No Online Multiplayer
CastleStorm,PlayStationVita,05-Nov-13,ZenStudios,"Strategy,General,General",2
Rift: Storm Legion,PC,13-Nov-12,TrionWorlds,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",No info
Wizorb,PSP,24-Jul-12,Beatshapers,"Miscellaneous,Puzzle,Action,General,Puzzle,Action",No info
Tom Clancy's Ghost Recon: Future Soldier,PlayStation3,22-May-12,UbisoftParis,"Action,Shooter,Shooter,Third-Person,Tactical,Modern,Modern",Up to 12 
Madden NFL 12,PlayStation3,30-Aug-11,EATiburon,"Sports,Traditional,Team,Football,Sim,Sim",Up to 6 
Crayon Physics Deluxe,PC,07-Jan-09,PetriPurho,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",No info
Tony Hawk's Proving Ground,DS,15-Oct-07,VicariousVisions,"Sports,Alternative,Individual,Skateboarding,Skateboarding,Skate / Skateboard",4  Online
Nancy Drew: Legend of the Crystal Skull,PC,08-Oct-07,HerInteractive,"Adventure,General,General,Point-and-Click",1 Player
Mario Strikers Charged,Wii,30-Jul-07,NextLevelGames,"Sports,Traditional,Team,Soccer,Arcade,Arcade",4  Online
Mega Man Maverick Hunter X,PSP,31-Jan-06,Capcom,"Action,Platformer,Platformer,2D,2D",1 Player
EverQuest II: Desert of Flames,PC,12-Sep-05,SonyOnlineEntertainment,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",Massively Multiplayer
Madden NFL 2005,GameBoyAdvance,09-Aug-04,ExientEntertainment,"Sports,Traditional,Football,Sim",02-Jan
SimCity 4: Rush Hour,PC,22-Sep-03,Maxis,"Strategy,City Building,Management,Modern,Modern,Government",1 Player
Deathrow,Xbox,22-Oct-02,SouthendInteractive,"Sports,Alternative,Futuristic",04-Jan
Global Operations,PC,25-Mar-02,BarkingDog,"Action,Shooter,Shooter,First-Person,Tactical,Modern",No info
Burnout,PlayStation2,01-Nov-01,CriterionGames,"Driving,Racing,Arcade",02-Jan
Mega Man Battle Network,GameBoyAdvance,30-Oct-01,Capcom,"Role-Playing,Action RPG",1 Player
StarLancer,Dreamcast,27-Nov-00,DigitalAnvil,"Simulation,Sci-Fi,Small Spaceship",No info
Shadow Warrior 2,PC,13-Oct-16,FlyingWildHog,"Action,Shooter,First-Person,Arcade",Online Multiplayer
Dance Dance Revolution Ultramix 2,Xbox,18-Nov-04,KonamiComputerEntertainmentHawaii,"Miscellaneous,Rhythm,Dancing",16  Online
Apotheon,PC,03-Feb-15,Alientrap,"Platformer,2D,Platformer,Action,Beat-'Em-Up,2D",No info
The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,XboxOne,20-Dec-16,TelltaleGames,"Action,Adventure,General,Point-and-Click",No info
Need for Speed: Most Wanted - A Criterion Game,PC,30-Oct-12,CriterionGames,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",No info
Star Wars: Battlefront II,PC,31-Oct-05,EADICE,"Action,Shooter,First-Person,Tactical",Up to 40 
The Walking Dead: Season Two Episode 1 - All That Remains,PC,17-Dec-13,TelltaleGames,"General,Action,Adventure,General,Point-and-Click",No info
WWE SmackDown vs. Raw 2010,Wii,20-Oct-09,Yuke's,"Action,Sports,Fighting,Fighting,Individual,Wrestling,Combat,Wrestling",No Online Multiplayer
Roogoo,Xbox360,04-Jun-08,SpiderMonk,"Miscellaneous,Puzzle,Puzzle,General,General",2  Online
Golf Story,Switch,28-Sep-17,SideBarGames,"Action Adventure,General",No Online Multiplayer
DG2: Defense Grid 2,XboxOne,24-Sep-14,HiddenPathEntertainment,"Strategy,Real-Time,General,Defense",No info
The Journey Down: Chapter Two,PC,25-Aug-14,SkyGoblin,"Adventure,General",No Online Multiplayer
Muramasa Rebirth,PlayStationVita,25-Jun-13,Vanillaware,"Role-Playing,Action RPG,Action RPG",No Online Multiplayer
Star Trek: Elite Force II,PC,25-Jun-03,RitualEntertainment,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",1-32 
Tiger Woods PGA Tour 11,PlayStation3,08-Jun-10,EASports,"Sports,Traditional,Individual,Golf,Sim,Sim",Up to 4 
Sega Ages: Puyo Puyo 2,Switch,20-Feb-20,Compile,"Puzzle,Matching",No Online Multiplayer
Pinball FX3,PlayStation4,26-Sep-17,ZenStudios,"Action,Pinball",No info
This War of Mine: The Little Ones,XboxOne,29-Jan-16,11bitstudios,"Strategy,Real-Time,General",No info
Call of Juarez: Bound in Blood,PlayStation3,30-Jun-09,Techland,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",Up to 12 
Zuma's Revenge!,PC,15-Sep-09,PopCap,"Miscellaneous,Puzzle,Action,Puzzle,Puzzle,Action",No Online Multiplayer
BattleTech,PC,24-Apr-18,HarebrainedSchemesLLC,"Strategy,Turn-Based,Tactics",Online Multiplayer
Xanadu Next,PC,03-Nov-16,Falcom,"Role-Playing,Action RPG",No Online Multiplayer
Obliteracers,PC,23-Feb-16,"SpaceDustStudios,VarkianEmpire","Racing,Arcade,Futuristic",No info
ZEN Pinball 2: Balls of Glory,PlayStation4,20-Oct-15,ZenStudios,"Action,Pinball",No info
The Denpa Men: They Came By Wave,3DS,27-Sep-12,GeniusSonorityInc.,"Role-Playing,General,General",1 Player
Traxxpad,PSP,26-Jun-07,DefinitiveStudios,"Action,Miscellaneous,Rhythm,Music,Music",Up to 16 
Alien Hominid,GameCube,23-Nov-04,TheBehemoth,"Action,Shooter,Scrolling",04-Jan
